Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,^GSPC,vol20_standard,vol_ratio_standard,VIX_standard
2006-01-04,0.006126518388816544,,0.002842222271486962,-0.0009328510197866519,0.00252604727712054,0.011663115251660168,0.0034070536712955857,,0.0015608552813994397,0.009916454581733711,0.0009092541171695909,0.0036659643862557716,,,0.7071067811865475
2006-01-05,-0.0016085864161880768,,-0.012758545515025362,0.003413815710447576,-0.0015781302125287989,0.0046280810385225845,-0.005115416533792813,,-0.006573855297296419,-0.0024700737873527287,0.0009071753840378539,1.5720458048537734e-05,,,0.3073414687921973
2006-01-06,0.010568383811057703,,0.024234255841712883,0.005868950195170067,0.0037830574631407625,0.015575419763352107,0.0042643706011244314,,0.010621850214305874,0.006470548729443228,0.008133969329131963,0.00935551838421723,,,-1.2214802876852324
2006-01-09,-0.00031856786112689675,,-0.0011226765585722995,0.0027680245121154703,0.008148057819396735,0.003176353619484551,0.004669972903939469,,-0.006234831814151261,0.004596239529349059,0.01014964410434795,0.003649695996218134,,,-0.4022411437686691
2006-01-10,-0.006394069718432444,,0.01080290444676099,0.0009208333448903408,-0.002813338723381199,-0.0009066438827293772,-0.002544956956933465,,0.001562996787725262,-0.0036751210712092993,0.000296830996717802,-0.0003566756223530049,,,-1.4503858555694642
2006-01-11,-0.0077269814229703245,,0.004251352517905335,0.005508002720011297,0.000626323932718595,0.009478954280752988,0.0008488375346372748,,-0.0015629967877251994,-0.002457687394998339,0.005034708011189324,0.0034754974769433383,,,-0.8884750794657572
2006-01-12,-0.013995079744901216,,-0.007220187769470835,-0.007043196373607663,-0.007535344923017066,-0.0054053479451906744,-0.002548408158019445,,0.0,-0.0009233861103242809,-0.008902506306388945,-0.006294004875159206,,,0.4584276615714521
2006-01-13,0.002291872627511021,,0.011821656712071875,-0.0006150569249070557,-0.003472318318790899,-0.000451285995051425,-0.001276946724382705,,0.0068564603931965725,-0.0006162008933077433,0.00029840085678772615,0.0012044488366576883,,,0.5820884320358939
2006-01-17,0.0009798101478768976,,0.02179524763257794,-0.010510182892723104,-0.00507362883556995,-0.009991836293250119,-0.003840585362493182,,0.010503484722817409,-0.0027763430634670924,-0.005378026084787321,-0.0036412090379517445,,,2.385939357374393
2006-01-18,-0.009848681040904611,,-0.008299161447591054,-0.0028010805399332176,0.0012711308010009577,-0.011937697397076417,0.004266460358862169,,0.0021490127305809448,0.0015435369645933755,-0.0033005332829578286,-0.0039049429830878084,,,2.254490232814707
2006-01-19,0.01050173508531709,,0.0172420574852311,-0.0031211333576840134,0.004750363575291966,0.008737773052213264,0.0008510717280136678,,0.00885369297506489,0.005230080497503774,0.00748587489925156,0.0055482532633199955,,,1.3922593437564907
2006-01-20,-0.017122083406165032,,0.004441694100147164,-0.021166173999133422,-0.022042342544299348,-0.026444831157477183,-0.014567659346606287,,-0.005792218024504493,-0.019207611812535833,-0.01715089683428451,-0.018496322409992532,,,2.9999874413591767
2006-01-23,0.013524710766191673,,0.010931288344448972,0.002551025307165915,0.0006457181755998257,-0.0037688245373912726,0.0008628890874914878,,-0.0015292231694584298,-0.0006263657888055626,-0.0006075743891399227,0.001845283766660529,,,1.9068224959107547
2006-01-24,0.011078887082110163,,-0.005980037561038636,0.004448776943959589,0.007396833459621945,0.0032976882163190053,0.00344358607419131,,0.008839970543328444,-0.004705580655190173,0.009971887106619517,0.002402548411444657,,,1.2367928866225224
2006-01-25,0.004848885538424486,,-0.021214817943478095,0.001900185919494192,-0.0003201608780177962,0.003287771088278538,0.0008591147530097945,,-0.013750958204490795,-0.001258408760951987,-0.0036148464376331776,-0.001722218211682101,,,0.8125021536366077
2006-01-26,0.011860994085942376,,0.0032383644279394947,0.016944347969578367,0.011155199640348936,0.006542145639749334,0.0021449021334573565,,-0.008963613405878448,0.005025074904935501,0.004215808456241597,0.007208907535489939,,,0.4066604193582389
2006-01-27,0.00698616981017545,,0.017270833030356012,0.0009328614651553716,0.0022168866060236,0.011115771893175986,0.008107649746994513,,0.005572962177339733,0.01152486262878543,0.004496869642015548,0.007734014372505559,,,0.004097400776650446
2006-01-30,0.002844016621271734,,0.02268842662361673,-0.0031124971940053705,0.002210844763188803,0.0032198451038945274,-0.0038319355107890576,,-0.0068155242076940355,-0.00465624476957795,-0.002395940350975312,0.001144431617966672,,,0.3798154064969198
2006-01-31,0.0015768167915527725,,-0.005016898642592333,-0.003749106498657358,-0.005696142582762527,-0.008298804695607212,-0.004704055612120082,,-0.0006216283707254421,-0.0003108584925081278,-0.003604635213195443,-0.003983980099300531,,,0.8682698213403355
2006-02-01,0.0028311233048288927,,-0.024046515061687458,-0.0006262018530528773,0.008531918032647556,0.006000474655647668,0.002567976587495047,,0.002795446940385359,0.006205443621073095,0.003304866510667838,0.0018575363851853091,,,0.3000359802928555
2006-02-02,-0.014875845396362934,,-0.009998630530119791,-0.006914225805511312,-0.008531918032647455,-0.013902485062179767,-0.0004277638912735154,,-0.013112839445677153,-0.008074775941668085,-0.0012003400296064697,-0.009102005775588267,0.7071067811865466,,1.087337307414792
2006-02-03,-0.008968689220439061,,-0.00919374488231135,-0.004107880339083361,-0.0022241057459197766,-0.0070237074027748175,-0.00643579046763421,,-0.005040958234629028,-0.0018729160911590827,-0.004816629015147695,-0.005373019460362076,0.8049351203472871,,0.7967519761989491
2006-02-06,0.017857655534873527,,0.019369688930574107,0.0028452684415820814,0.0034925169594699408,-0.0028239568433183477,-0.0021550693992595364,,0.005983505803317429,-0.009100914524829768,-0.0003015950075434358,0.000782894973074496,-0.812105720225213,,0.843149427720955
2006-02-07,-0.026583133682755562,,-0.04263645088265437,-0.006652549182939863,-0.007316651603273089,-0.002831373357440987,-0.004756536078686682,,-0.005983505803317443,-0.0015775432096035572,-0.006055445661442925,-0.008127666010110246,-0.24994122354301798,,1.3043624310011648
2006-02-08,0.0016220066124885179,,0.00018487984655827,0.006337220275792563,0.004777777464673576,0.01919075658280471,0.004325032577123647,,-0.000316479925526493,0.012863144433059354,0.006960325284936793,0.008625561733288215,1.319567872456822,,0.5579134924875159
2006-02-09,0.003235013275440949,,-0.023058506606007292,0.002523772945013745,0.005703626285346082,-0.0046465208742016,0.0030165536536078535,,0.0034700260807087996,0.0009346464770128099,-0.0003008986531752049,-0.0014785903687121538,0.8279916998178106,,0.8150447557229203
2006-02-10,-0.0019399968421662155,,-0.003609244189203756,0.0056550914721158,0.006613329888669412,0.007886775322759863,-0.0012916556954356481,,0.0006297289332008941,-0.0021823125369572825,0.0036131696924111855,0.002536747815164882,0.48293593506501004,,0.5561220967414537
2006-02-13,-0.010083065722532846,,-0.004005654124322253,-0.0037665416526862045,0.0012542246434457441,-0.009285261663977456,-0.0012933944566091166,,-0.0012593844591121193,-0.001249721761374689,-0.002408062678527933,-0.003265022504588939,0.48306909189310826,,0.997786307539137
2006-02-14,0.026453235507192092,,-0.011338085893783443,0.011878839682829179,0.011842139790643998,0.013435773298328377,0.012432815748905214,,-0.0009461686084307856,0.009641332609110426,0.011086622046273153,0.009982823043985454,1.8780077449844437,,-0.09517405646036806
2006-02-15,-0.0044669192810013365,,-0.005426485331380886,0.005886920432769573,0.002784359153745874,0.00550682856835747,0.006370996444706517,,0.0015758241343421227,0.00586325287025325,0.0044592176030020724,0.0034982764518372493,1.5288404931978044,,-0.03388260578749156
