Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,^GSPC,vol20_standard,vol_ratio_standard,VIX_standard
2006-01-04,0.00612623704739547,,0.002842412366796738,-0.0009322064888182134,0.002526309534652559,0.011662762533034872,0.003406920563321991,,0.0015614377297825373,0.009916123511767714,0.0009087378810500728,0.0036659643862557716,,,
2006-01-05,-0.0016086804569685749,,-0.012758354517340387,0.0034137075060165986,-0.0015783049220345266,0.004627397526581918,-0.0051151489434090765,,-0.006573970178547217,-0.002469827731267306,0.0009081338982490131,1.5720458048537734e-05,,,
2006-01-06,0.010568386767431718,,0.024234315185326046,0.005868735983855974,0.003782969501120615,0.015575421517157316,0.004264842849272375,,0.010621847738042953,0.006470139501452213,0.008133747063164956,0.00935551838421723,,,
2006-01-09,-0.00031838238271094874,,-0.0011230512004392057,0.002767387404414561,0.008148057110959365,0.0031767994612825084,0.004669904977167097,,-0.006234713692047379,0.00459632095211409,0.010149280850054027,0.003649695996218134,,,
2006-01-10,-0.006393976934907693,,0.010802721048323388,0.0009218947999001477,-0.002812817464958798,-0.0009066435796681594,-0.00254502377235191,,0.0015621808138964017,-0.0036751210712092993,0.00029675872698922803,-0.0003566756223530049,,,
2006-01-11,-0.00772679321695672,,0.004251600258666342,0.005507683876826209,0.000625629301072281,0.009478399019580181,0.0008491058769296057,,-0.0015621808138964388,-0.002457768942971275,0.005034709464253812,0.0034754974769433383,,,
2006-01-12,-0.013995649668002388,,-0.0072196927587393584,-0.007043514377431276,-0.0075352581416088344,-0.005404683023850343,-0.0025484745729678756,,0.0,-0.000923222939049974,-0.008901927965129244,-0.006294004875159206,,,
2006-01-13,0.002292063922995561,,0.011821591081834535,-0.0006148444252072807,-0.003472493802689961,-0.00045239649314801904,-0.00127721580853737,,0.006856110377839667,-0.0006157108014566955,0.00029840077012781974,0.0012044488366576883,,,
2006-01-17,0.0009803810396057943,,0.02179488139722524,-0.0105102903312222,-0.005073541539917915,-0.009991057688782286,-0.0038404501301187114,,0.010503943378188824,-0.0027769147786194815,-0.0053783894401222086,-0.0036412090379517445,,,
2006-01-18,-0.009849349687952745,,-0.008298920194535507,-0.0028009731014341332,0.0012707786080733666,-0.011937355452547826,0.004265786499746205,,0.0021485540752093682,0.0015434551902236866,-0.003300606749776535,-0.0039049429830878084,,,
